Default,checkingstatus1,duration,history,purpose,amount,savings,employ,status,others,residence,property,age,otherplans,housing,cards,job,liable,foreign,duration_missing,residence_missing,cards_missing,age_group,debt_duration_ratio
0,3,18.0,2,9,1950,0,3,2,0,1.0,2,34,1,1,2.0,2,1,0,0,0,0,1,102.63157894736842
0,0,24.0,2,1,2924,0,2,2,2,4.0,3,63,0,1,1.0,2,2,0,0,0,0,3,116.96
1,0,24.0,3,4,1659,0,1,1,0,2.0,2,29,2,0,1.0,1,1,0,0,0,0,0,66.36
0,3,48.0,3,4,7238,4,4,2,0,3.0,2,32,0,1,2.0,2,2,0,0,0,0,1,147.71428571428572
0,3,33.0,3,9,2764,0,2,1,0,2.0,2,26,2,1,2.0,2,1,0,0,0,0,0,81.29411764705883
0,3,24.0,3,1,4679,0,3,2,0,3.0,2,35,2,1,2.0,1,1,0,0,0,0,1,187.16
1,1,24.0,2,4,3092,1,1,3,0,2.0,2,22,2,0,1.0,2,1,0,0,0,0,0,123.68
1,0,6.0,2,7,448,0,1,1,0,4.0,1,23,2,1,1.0,2,1,0,0,0,0,0,64.0
1,0,9.0,2,0,654,0,2,2,0,3.0,2,28,2,1,1.0,1,1,0,0,0,0,0,65.4
0,3,6.0,2,8,1238,4,0,2,0,4.0,1,36,2,1,1.0,3,2,0,0,0,0,1,176.85714285714286
1,1,18.0,4,4,1245,0,2,3,0,2.0,2,33,2,1,1.0,2,1,0,0,0,0,1,65.52631578947368
1,0,18.0,0,3,3114,0,1,1,0,4.0,1,26,2,0,1.0,2,1,0,0,0,0,0,163.89473684210526
0,3,39.0,2,1,2569,2,2,2,0,4.0,2,24,2,1,1.0,2,1,0,0,0,0,0,64.225
0,2,24.0,2,4,5152,0,3,2,0,2.0,2,25,0,1,1.0,2,1,0,0,0,0,0,206.08
0,1,12.0,2,9,1037,1,3,2,0,4.0,0,39,2,1,1.0,1,1,0,0,0,0,1,79.76923076923077
0,0,15.0,4,3,1478,0,4,2,0,4.0,2,44,2,1,2.0,2,2,0,0,0,0,1,92.375
0,1,12.0,4,4,3573,0,2,1,0,1.0,0,23,2,1,1.0,1,1,0,0,0,0,0,274.84615384615387
0,1,24.0,2,0,1201,0,1,2,0,1.0,1,26,2,1,1.0,2,1,0,0,0,0,0,48.04
0,0,30.0,2,3,3622,3,4,1,0,4.0,1,57,2,0,2.0,2,1,0,0,0,0,2,116.83870967741936
0,3,15.0,3,3,960,3,3,1,0,2.0,1,30,2,1,2.0,2,1,0,0,0,0,0,60.0
0,3,12.0,4,0,1163,2,2,2,0,4.0,0,44,2,1,1.0,2,1,0,0,0,0,1,89.46153846153847
1,1,6.0,3,0,1209,0,0,2,0,4.0,1,47,2,1,1.0,3,1,0,0,0,0,2,172.71428571428572
0,3,12.0,2,4,3077,0,2,2,0,4.0,2,52,2,1,1.0,2,1,0,0,0,0,2,236.69230769230768
0,3,24.0,2,0,3757,0,4,1,1,4.0,3,62,2,2,1.0,2,1,0,0,0,0,3,150.28
0,3,10.0,2,0,1418,1,2,2,0,2.0,0,35,2,0,1.0,1,1,1,0,0,0,1,128.9090909090909
0,3,6.0,2,0,3518,0,2,2,2,3.0,1,26,2,0,1.0,2,1,0,0,0,0,0,502.57142857142856
0,3,12.0,4,4,1934,0,4,2,0,2.0,3,26,2,1,2.0,2,1,0,0,0,0,0,148.76923076923077
1,1,27.0,0,9,8318,0,4,1,0,4.0,3,42,2,2,2.0,3,1,0,0,0,0,1,297.07142857142856
0,3,6.0,4,4,1237,1,2,1,0,1.0,1,27,2,1,2.0,2,1,0,0,0,0,0,176.71428571428572
0,1,6.0,2,4,368,4,4,2,0,4.0,1,38,2,1,1.0,2,1,0,0,0,0,1,52.57142857142857
0,0,12.0,4,0,2122,0,2,2,0,2.0,0,39,2,0,2.0,1,2,1,0,0,0,1,163.23076923076923
1,0,24.0,2,3,2996,4,2,3,0,4.0,2,20,2,1,1.0,2,1,0,0,0,0,0,119.84
1,1,36.0,2,3,9034,1,1,2,1,1.0,3,29,2,0,1.0,3,1,0,0,0,0,0,244.16216216216216
0,3,24.0,4,3,1585,0,3,2,0,3.0,1,40,2,1,2.0,2,1,0,0,0,0,1,63.4
0,1,18.0,2,4,1301,0,4,3,2,2.0,0,32,2,1,1.0,1,1,0,0,0,0,1,68.47368421052632
0,2,6.0,4,0,1323,1,4,0,0,4.0,2,28,2,1,2.0,2,2,0,0,0,0,0,189.0
1,0,24.0,2,0,3123,0,1,1,0,1.0,1,27,2,1,1.0,2,1,0,0,0,0,0,124.92
0,0,36.0,2,1,5493,0,4,2,0,4.0,3,42,2,2,1.0,2,2,0,0,0,0,1,148.45945945945945
0,2,9.0,2,4,1126,1,4,0,0,4.0,0,49,2,1,1.0,2,1,0,0,0,0,2,112.6
1,1,24.0,4,4,1216,1,1,2,0,4.0,3,38,0,1,2.0,2,2,0,0,0,0,1,48.64
1,0,24.0,2,0,1207,0,1,1,0,4.0,1,24,2,0,1.0,2,1,0,0,0,0,0,48.28
1,3,10.0,2,0,1309,4,2,2,2,4.0,1,27,2,1,1.0,1,1,0,0,0,0,0,119.0
0,2,15.0,4,1,2360,2,2,2,0,2.0,2,36,2,1,1.0,2,1,0,0,0,0,1,147.5
1,1,15.0,1,0,6850,1,0,2,0,2.0,1,34,2,1,1.0,3,2,0,0,0,0,1,428.125
0,3,24.0,2,4,1413,0,2,3,0,2.0,1,28,2,1,1.0,2,1,0,0,0,0,0,56.52
0,3,39.0,2,1,8588,1,5,2,0,2.0,2,45,2,1,1.0,3,1,0,0,0,0,1,214.7
1,0,12.0,2,0,759,0,5,2,0,2.0,0,26,2,1,1.0,2,1,0,0,0,0,0,58.38461538461539
0,3,36.0,2,1,4686,0,5,2,0,2.0,3,32,2,2,1.0,3,1,0,0,0,0,1,126.64864864864865
0,2,15.0,2,9,2687,0,5,2,0,4.0,1,26,2,0,1.0,2,1,0,0,0,0,0,167.9375
0,1,12.0,3,4,585,0,2,3,1,4.0,0,20,2,0,2.0,2,1,0,0,0,0,0,45.0
0,3,24.0,2,0,2255,4,1,2,0,1.0,1,54,2,1,1.0,2,1,0,0,0,0,2,90.2
0,0,6.0,4,0,609,0,3,1,0,3.0,1,37,2,1,2.0,2,1,1,0,0,0,1,87.0
0,0,6.0,4,0,1361,0,1,2,0,4.0,0,40,2,1,1.0,1,2,1,0,0,0,1,194.42857142857142
1,3,36.0,4,3,7127,0,1,1,0,4.0,1,23,2,0,2.0,2,1,0,0,0,0,0,192.6216216216216
0,0,6.0,2,0,1203,1,4,2,0,2.0,1,43,2,1,1.0,2,1,0,0,0,0,1,171.85714285714286
0,3,6.0,4,4,700,4,4,2,0,4.0,3,36,2,2,2.0,2,1,0,0,0,0,1,100.0
0,3,24.0,4,6,5507,0,4,2,0,4.0,3,44,2,2,2.0,2,1,0,0,0,0,1,220.28
1,0,18.0,2,4,3190,0,2,1,0,2.0,0,24,2,1,1.0,2,1,0,0,0,0,0,167.89473684210526
1,0,48.0,0,3,7119,0,2,2,0,4.0,3,53,2,2,2.0,2,2,0,0,0,0,2,145.28571428571428
0,3,24.0,2,1,3488,1,3,1,0,4.0,2,23,2,1,1.0,2,1,0,0,0,0,0,139.52
0,1,18.0,2,4,1113,0,2,1,2,4.0,0,26,2,1,1.0,1,2,0,0,0,0,0,58.578947368421055
0,1,26.0,2,1,7966,0,1,2,0,3.0,2,30,2,1,2.0,2,1,0,0,0,0,0,295.037037037037
0,3,15.0,4,7,1532,1,2,1,0,3.0,2,31,2,1,1.0,2,1,0,0,0,0,1,95.75
0,3,4.0,4,4,1503,0,3,2,0,1.0,0,42,2,1,2.0,1,2,0,0,0,0,1,300.6
1,0,36.0,2,4,2302,0,2,0,0,4.0,2,31,2,0,1.0,2,1,0,0,0,0,1,62.21621621621622
0,0,6.0,2,0,662,0,1,2,0,4.0,0,41,2,1,1.0,1,2,0,0,0,0,1,94.57142857142857
0,1,36.0,2,7,2273,0,3,2,0,1.0,2,32,2,1,2.0,2,2,0,0,0,0,1,61.432432432432435
1,1,15.0,2,0,2631,1,2,1,0,4.0,2,28,2,0,2.0,2,1,0,0,0,0,0,164.4375
0,3,12.0,3,1,1503,0,2,3,0,4.0,0,41,2,0,1.0,2,1,0,0,0,0,1,115.61538461538461
0,3,24.0,2,4,1311,1,3,3,0,3.0,1,26,2,1,1.0,2,1,0,0,0,0,0,52.44
0,3,24.0,2,4,3105,4,1,2,0,2.0,2,25,2,1,2.0,2,1,0,0,0,0,0,124.2
1,2,21.0,4,7,2319,0,1,0,0,1.0,2,33,2,0,1.0,2,1,0,0,0,0,1,105.4090909090909
0,0,6.0,2,0,1374,4,0,1,0,3.0,1,75,2,1,1.0,3,1,0,0,0,0,3,196.28571428571428
0,1,18.0,4,3,3612,5,4,1,0,4.0,1,37,2,1,1.0,2,1,0,0,0,0,1,190.10526315789474
1,0,48.0,2,0,7763,5,4,2,0,4.0,3,42,0,2,1.0,3,1,0,0,0,0,1,158.42857142857142
0,2,18.0,2,3,3049,5,1,1,0,1.0,1,45,1,1,1.0,1,1,0,0,0,0,1,160.47368421052633
1,1,12.0,2,4,1534,5,1,3,0,1.0,0,23,2,0,1.0,2,1,0,0,0,0,0,118.0
0,3,24.0,3,0,2032,5,4,2,0,4.0,3,60,2,2,2.0,2,1,0,0,0,0,2,81.28
1,0,30.0,2,3,6350,4,4,2,0,4.0,1,31,2,1,1.0,2,1,0,0,0,0,1,204.83870967741936
1,2,18.0,2,3,2864,0,2,2,0,1.0,0,34,2,1,1.0,1,2,0,0,0,0,1,150.73684210526315
0,3,12.0,4,0,1255,0,4,2,0,4.0,0,61,2,1,2.0,1,1,0,0,0,0,3,96.53846153846153
1,0,24.0,3,0,1333,0,0,2,0,2.0,0,43,2,2,2.0,2,2,0,0,0,0,1,53.32
0,3,24.0,4,0,2022,0,2,1,0,4.0,2,37,2,1,1.0,2,1,0,0,0,0,1,80.88
0,3,24.0,2,4,1552,0,3,2,0,1.0,2,32,0,1,1.0,2,2,0,0,0,0,1,62.08
1,0,12.0,1,4,626,0,2,1,0,4.0,0,24,0,1,1.0,1,1,0,0,0,0,0,48.15384615384615
0,3,48.0,4,1,8858,4,3,2,0,1.0,3,35,2,2,2.0,2,1,0,0,0,0,1,180.77551020408163
0,3,12.0,4,6,996,4,3,1,0,4.0,0,23,2,1,2.0,2,1,0,0,0,0,0,76.61538461538461
0,3,6.0,1,4,1750,2,4,2,0,4.0,1,45,0,1,1.0,1,2,0,0,0,0,1,250.0
1,0,48.0,2,4,6999,0,3,3,2,1.0,0,34,2,1,2.0,2,1,0,0,0,0,1,142.83673469387756
0,1,12.0,4,0,1995,1,1,2,0,1.0,2,27,2,1,1.0,2,1,0,0,0,0,0,153.46153846153845
0,1,9.0,2,7,1199,0,3,1,0,4.0,1,67,2,1,2.0,3,1,0,0,0,0,3,119.9
1,1,12.0,2,4,1331,0,1,2,0,1.0,2,22,1,1,1.0,2,1,0,0,0,0,0,102.38461538461539
1,1,18.0,0,0,2278,1,1,1,0,3.0,2,28,2,1,2.0,2,1,0,0,0,0,0,119.89473684210526
1,3,21.0,0,0,5003,4,2,1,0,4.0,1,29,0,1,2.0,2,1,0,0,0,0,0,227.4090909090909
1,0,24.0,1,3,3552,0,3,2,0,4.0,2,27,0,1,1.0,2,1,0,0,0,0,0,142.08
1,1,18.0,4,3,1928,0,1,2,0,2.0,0,31,2,1,2.0,1,1,0,0,0,0,1,101.47368421052632
0,0,24.0,2,1,2964,4,4,2,0,4.0,3,49,0,2,1.0,2,2,0,0,0,0,2,118.56
1,0,24.0,1,4,1546,0,3,2,2,4.0,2,24,0,0,1.0,1,1,0,0,0,0,0,61.84
0,2,6.0,3,4,683,0,1,1,0,1.0,1,29,0,1,1.0,2,1,0,0,0,0,0,97.57142857142857
1,1,36.0,2,0,12389,4,2,2,0,4.0,3,37,2,2,1.0,2,1,0,0,0,0,1,334.8378378378378
0,1,24.0,3,9,4712,4,2,2,0,2.0,1,37,0,1,2.0,3,1,0,0,0,0,1,188.48
0,1,24.0,3,4,1553,1,3,1,0,2.0,1,23,2,0,2.0,2,1,0,0,0,0,0,62.12
1,0,12.0,2,0,1372,0,3,0,0,3.0,2,36,2,1,1.0,2,1,0,0,0,0,1,105.53846153846153
0,3,24.0,4,4,2578,3,4,2,0,2.0,2,34,2,1,1.0,2,1,0,0,0,0,1,103.12
0,1,48.0,2,4,3979,4,3,2,0,1.0,2,41,2,1,2.0,2,2,0,0,0,0,1,81.20408163265306
1,0,48.0,2,4,6758,0,2,1,0,2.0,2,31,2,1,1.0,2,1,0,0,0,0,1,137.91836734693877
1,0,24.0,2,3,3234,0,1,1,0,4.0,0,23,2,0,1.0,1,1,0,0,0,0,0,129.36
0,3,30.0,4,4,5954,0,3,2,1,2.0,2,38,2,1,1.0,2,1,0,0,0,0,1,192.06451612903226
0,3,24.0,2,1,5433,4,0,1,0,4.0,1,26,2,0,1.0,3,1,0,0,0,0,0,217.32
0,0,15.0,2,9,806,0,2,1,0,4.0,1,22,2,1,1.0,1,1,0,0,0,0,0,50.375
0,1,9.0,2,4,1082,0,4,2,0,4.0,2,27,2,1,2.0,1,1,0,0,0,0,0,108.2
0,3,15.0,4,3,2788,0,3,1,1,3.0,2,24,0,1,2.0,2,1,0,0,0,0,0,174.25
0,1,12.0,2,4,2930,0,3,1,0,1.0,0,27,2,1,1.0,2,1,0,0,0,0,0,225.3846153846154
0,3,24.0,4,7,1927,4,2,1,0,2.0,2,33,2,1,2.0,2,1,0,0,0,0,1,77.08
1,1,36.0,4,0,2820,0,1,0,0,4.0,2,27,2,1,2.0,2,1,0,0,0,0,0,76.21621621621621
0,3,24.0,2,8,937,0,1,3,0,3.0,2,27,2,1,2.0,1,1,0,0,0,0,0,37.48
1,1,18.0,4,0,1056,0,4,2,2,3.0,0,30,0,1,2.0,2,1,0,0,0,0,0,55.578947368421055
0,1,12.0,4,0,3124,0,1,2,0,3.0,0,49,0,1,2.0,1,2,0,0,0,0,2,240.30769230769232
0,3,9.0,2,3,1388,0,2,1,0,2.0,0,26,2,0,1.0,2,1,0,0,0,0,0,138.8
1,1,36.0,2,6,2384,0,1,2,0,1.0,3,33,2,0,1.0,1,1,0,0,0,0,1,64.43243243243244
0,3,12.0,2,0,2133,4,4,1,0,4.0,3,52,2,2,1.0,3,1,0,0,0,0,2,164.07692307692307
1,0,18.0,2,3,2039,5,2,1,0,4.0,0,20,0,0,1.0,2,1,0,0,0,0,0,107.3157894736842
0,0,9.0,4,0,2799,5,2,2,0,2.0,0,36,2,0,2.0,2,2,0,0,0,0,1,279.9
0,0,12.0,2,3,1289,5,2,2,2,1.0,1,21,2,1,1.0,1,1,0,0,0,0,0,99.15384615384616
1,0,18.0,2,5,1217,0,2,3,0,3.0,0,47,2,1,1.0,1,1,0,0,0,0,2,64.05263157894737
1,0,12.0,4,3,2246,0,4,2,0,3.0,1,60,2,1,2.0,2,1,0,0,0,0,2,172.76923076923077
0,0,12.0,4,4,385,0,3,1,0,3.0,0,58,2,1,4.0,1,1,0,0,0,0,2,29.615384615384617
0,1,24.0,3,0,1965,4,2,1,0,4.0,2,42,2,0,2.0,2,1,0,0,0,0,1,78.6
0,3,21.0,2,9,1572,3,4,1,0,4.0,0,36,0,1,1.0,1,1,0,0,0,0,1,71.45454545454545
1,1,24.0,2,0,2718,0,2,1,0,4.0,1,20,2,0,1.0,1,1,0,0,0,0,0,108.72
1,0,24.0,1,2,1358,4,4,2,0,3.0,2,40,1,1,1.0,3,1,0,0,0,0,1,54.32
1,1,6.0,1,0,931,1,1,1,0,1.0,1,32,1,1,1.0,1,1,0,0,0,0,1,133.0
1,0,24.0,2,0,1442,0,3,1,0,4.0,2,23,2,0,2.0,2,1,0,0,0,0,0,57.68
1,1,24.0,0,9,4241,0,2,2,0,4.0,0,36,2,1,3.0,1,1,0,0,0,0,1,169.64
1,3,18.0,4,0,2775,0,3,2,0,2.0,1,31,0,1,2.0,2,1,0,0,0,0,1,146.05263157894737
0,3,24.0,3,9,3863,0,2,2,0,2.0,3,32,2,2,1.0,2,1,0,0,0,0,1,154.52
0,1,7.0,2,4,2329,0,1,1,2,1.0,0,45,2,1,1.0,2,1,0,0,0,0,1,291.125
1,1,9.0,2,3,918,0,2,1,0,1.0,1,30,2,1,1.0,2,1,0,0,0,0,0,91.8
1,1,24.0,1,7,1837,0,3,1,0,4.0,3,34,0,2,1.0,1,1,0,0,0,0,1,73.48
1,3,36.0,2,3,3349,0,2,1,0,2.0,2,28,2,1,1.0,3,1,0,0,0,0,0,90.51351351351352
0,2,10.0,2,3,1275,0,1,1,0,2.0,1,23,2,1,1.0,2,1,0,0,0,0,0,115.9090909090909
0,0,24.0,1,3,2828,2,2,2,0,4.0,0,22,1,1,1.0,2,1,0,0,0,0,0,113.12
0,3,24.0,4,9,4526,0,2,2,0,2.0,0,74,2,1,1.0,3,1,0,0,0,0,3,181.04
1,1,36.0,2,4,2671,1,2,1,1,4.0,3,50,2,2,1.0,2,1,0,0,0,0,2,72.1891891891892
0,3,18.0,2,4,2051,0,1,2,0,1.0,0,33,2,1,1.0,2,1,0,0,0,0,1,107.94736842105263
0,3,15.0,2,1,1300,4,4,2,0,4.0,3,45,0,2,1.0,2,2,0,0,0,0,1,81.25
1,0,12.0,2,5,741,1,0,1,0,3.0,1,22,2,1,1.0,2,1,0,0,0,0,0,57.0
1,2,10.0,2,0,1240,1,4,1,0,4.0,3,48,2,2,1.0,1,2,0,0,0,0,2,112.72727272727273
0,0,21.0,2,4,3357,3,1,1,0,2.0,2,29,0,1,1.0,2,1,0,0,0,0,0,152.5909090909091
0,0,24.0,1,1,3632,0,2,1,2,4.0,2,22,0,0,1.0,2,1,1,0,0,0,0,145.28
1,3,18.0,3,3,1808,0,3,1,0,1.0,0,22,2,1,1.0,2,1,0,0,0,0,0,95.15789473684211
0,1,48.0,0,9,12204,4,2,2,0,2.0,2,48,0,1,1.0,3,1,0,0,0,0,2,249.0612244897959
0,1,60.0,3,4,9157,4,2,2,0,2.0,3,27,2,2,1.0,3,1,0,0,0,0,0,150.11475409836066
0,0,6.0,4,0,3676,0,2,2,0,3.0,0,37,2,0,3.0,2,2,0,0,0,0,1,525.1428571428571
1,1,30.0,2,3,3441,1,2,1,1,4.0,2,21,2,0,1.0,2,1,0,0,0,0,0,111.0
0,3,12.0,2,0,640,0,2,0,0,2.0,0,49,2,1,1.0,1,1,0,0,0,0,2,49.23076923076923
0,1,21.0,4,9,3652,0,3,2,0,3.0,1,27,2,1,2.0,2,1,0,0,0,0,0,166.0
1,3,18.0,4,0,1530,0,2,2,0,2.0,1,32,0,1,2.0,2,1,0,0,0,0,1,80.52631578947368
1,3,48.0,2,9,3914,4,2,0,0,2.0,0,38,0,1,1.0,2,1,0,0,0,0,1,79.87755102040816
0,0,12.0,2,3,1858,0,1,1,0,1.0,2,22,2,0,1.0,2,1,0,0,0,0,0,142.92307692307693
1,0,18.0,2,4,2600,0,2,2,0,4.0,3,65,2,2,2.0,2,1,0,0,0,0,3,136.8421052631579
0,3,15.0,2,4,1979,4,4,2,0,2.0,2,35,2,1,1.0,2,1,0,0,0,0,1,123.6875
0,2,6.0,2,3,2116,0,2,2,0,2.0,0,41,2,1,1.0,2,1,0,0,0,0,1,302.2857142857143
1,1,9.0,1,0,1437,1,3,2,0,3.0,3,29,2,1,1.0,2,1,0,0,0,0,0,143.7
0,3,42.0,4,3,4042,2,2,2,0,4.0,0,36,2,1,2.0,2,1,0,0,0,0,1,94.0
0,3,9.0,2,7,3832,4,4,2,0,4.0,0,64,2,1,1.0,1,1,0,0,0,0,3,383.2
0,0,24.0,2,4,3660,0,2,1,0,4.0,2,28,2,1,1.0,2,1,0,0,0,0,0,146.4
1,0,18.0,1,3,1553,0,2,2,0,3.0,2,44,0,1,1.0,2,1,0,0,0,0,1,81.73684210526316
0,1,15.0,2,4,1444,4,1,2,0,1.0,1,23,2,1,1.0,2,1,0,0,0,0,0,90.25
1,3,9.0,2,3,1980,0,1,1,1,2.0,2,19,2,0,2.0,2,1,0,0,0,0,0,198.0
1,1,24.0,2,0,1355,0,1,1,0,4.0,2,25,2,1,1.0,1,1,0,0,0,0,0,54.2
0,3,12.0,2,7,1393,0,4,2,0,4.0,1,47,0,1,3.0,2,2,0,0,0,0,2,107.15384615384616
0,3,24.0,2,4,1376,2,3,1,0,1.0,2,28,2,1,1.0,2,1,0,0,0,0,0,55.04
0,3,60.0,3,4,15653,0,3,2,0,4.0,2,21,2,1,2.0,2,1,0,0,0,0,0,256.60655737704917
0,3,12.0,2,4,1493,0,1,1,0,3.0,2,34,2,1,1.0,2,2,0,0,0,0,1,114.84615384615384
1,0,42.0,3,4,4370,0,3,2,0,2.0,1,26,0,1,2.0,2,2,0,0,0,0,0,101.62790697674419
1,0,18.0,2,7,750,0,0,1,0,1.0,0,27,2,1,1.0,0,1,0,0,0,0,0,39.473684210526315
0,1,15.0,2,6,1308,0,4,2,0,4.0,2,38,2,1,2.0,1,1,0,0,0,0,1,81.75
1,3,15.0,2,7,4623,1,2,2,0,2.0,1,40,2,1,1.0,3,1,0,0,0,0,1,288.9375
0,3,24.0,4,4,1851,0,3,3,2,2.0,2,33,3,1,2.0,2,1,0,0,0,0,1,74.04
0,0,18.0,4,4,1880,0,3,3,0,1.0,1,32,3,1,2.0,3,1,0,0,0,0,1,98.94736842105263
1,3,36.0,3,9,7980,4,1,2,0,4.0,2,27,3,0,2.0,2,1,0,0,0,0,0,215.67567567567568
0,0,30.0,0,3,4583,0,2,0,2,2.0,0,32,2,1,2.0,2,1,0,0,0,0,1,147.83870967741936
1,3,12.0,2,0,1386,2,2,1,0,3.0,1,26,2,1,1.0,2,1,0,0,1,0,0,106.61538461538461
1,2,24.0,2,0,947,0,3,2,0,3.0,3,38,0,2,1.0,2,2,0,0,1,0,1,37.88
1,0,12.0,2,7,684,0,2,2,0,3.0,2,40,2,0,1.0,1,2,0,0,1,0,1,52.61538461538461
0,0,48.0,2,7,7476,0,3,2,0,1.0,3,50,2,2,1.0,3,1,0,0,0,0,2,152.57142857142858
1,1,12.0,2,3,1922,0,2,2,0,2.0,1,37,2,1,1.0,1,1,0,0,0,0,1,147.84615384615384
1,0,24.0,2,0,2303,0,4,2,1,1.0,0,45,2,1,1.0,2,1,0,0,0,0,1,92.12
1,1,36.0,3,0,8086,1,4,2,0,4.0,2,42,2,1,4.0,3,1,0,0,0,0,1,218.54054054054055
0,3,24.0,4,1,2346,0,3,2,0,3.0,2,35,2,1,2.0,2,1,0,0,0,0,1,93.84
0,0,14.0,2,0,3973,0,0,2,0,4.0,3,22,2,2,1.0,2,1,0,0,0,0,0,264.8666666666667
1,1,12.0,2,0,888,0,4,2,0,4.0,2,41,0,1,1.0,1,2,0,0,0,0,1,68.3076923076923
0,3,48.0,2,4,10222,4,3,2,0,3.0,2,37,1,1,1.0,2,1,0,0,0,0,1,208.6122448979592
0,1,30.0,0,9,4221,0,2,1,0,1.0,2,28,2,1,2.0,2,1,0,0,0,0,0,136.16129032258064
0,1,18.0,4,3,6361,0,4,2,0,1.0,3,41,2,1,1.0,2,1,0,0,0,0,1,334.7894736842105
0,2,12.0,2,4,1297,0,2,3,0,4.0,0,23,2,0,1.0,2,1,0,0,0,0,0,99.76923076923077
1,0,12.0,2,0,900,4,2,3,0,2.0,2,23,2,1,1.0,2,1,0,0,0,0,0,69.23076923076923
0,3,21.0,2,3,2241,0,4,2,0,2.0,0,50,2,1,2.0,2,1,0,0,0,0,2,101.86363636363636
0,1,6.0,3,3,1050,0,0,2,0,1.0,1,35,1,1,2.0,3,1,0,0,0,0,1,150.0
0,2,6.0,4,7,1047,0,2,1,0,4.0,1,50,2,1,1.0,1,1,0,0,0,0,2,149.57142857142858
0,3,24.0,4,2,6314,0,0,2,1,2.0,3,27,0,1,2.0,3,1,0,0,0,0,0,252.56
0,1,30.0,1,3,3496,3,2,4,0,2.0,2,34,1,1,1.0,2,2,0,0,0,0,1,112.7741935483871
0,3,48.0,1,9,3609,0,2,4,0,1.0,0,27,1,1,1.0,2,1,0,0,0,0,0,73.65306122448979
1,0,12.0,4,0,4843,0,4,4,1,4.0,1,43,2,0,2.0,2,1,0,0,0,0,1,372.53846153846155
0,2,30.0,4,4,3017,0,4,2,0,4.0,1,47,2,1,1.0,2,1,0,0,0,0,2,97.3225806451613
0,3,24.0,4,9,4139,1,2,2,0,3.0,1,27,2,1,2.0,1,1,0,0,0,0,0,165.56
0,3,36.0,2,9,5742,1,3,2,0,2.0,2,31,2,1,2.0,2,1,0,0,0,0,1,155.1891891891892
0,3,60.0,2,0,10366,0,4,2,0,4.0,1,42,2,1,1.0,3,1,0,0,0,0,1,169.9344262295082
0,3,6.0,4,0,2080,2,2,3,0,2.0,2,24,2,1,1.0,2,1,0,0,0,0,0,297.14285714285717
1,3,21.0,3,9,2580,2,1,2,0,2.0,0,41,0,1,1.0,1,2,0,0,0,0,1,117.27272727272727
0,3,30.0,4,4,4530,0,3,1,0,4.0,2,26,2,0,1.0,3,1,0,0,0,0,0,146.1290322580645
0,3,24.0,4,3,5150,0,4,2,0,4.0,2,33,2,1,1.0,2,1,0,0,0,0,1,206.0
1,1,72.0,2,4,5595,1,2,3,0,2.0,2,24,2,1,1.0,2,1,0,0,0,0,0,76.64383561643835
0,0,24.0,2,4,2384,0,4,2,0,4.0,0,64,0,0,1.0,1,1,0,0,0,0,3,95.36
0,3,18.0,2,4,1453,0,1,1,0,1.0,0,26,2,1,1.0,2,1,0,0,0,0,0,76.47368421052632
0,3,6.0,2,7,1538,0,1,1,0,2.0,3,56,2,1,1.0,2,1,0,0,0,0,2,219.71428571428572
0,3,12.0,2,4,2279,4,2,2,0,4.0,3,37,2,2,1.0,2,1,0,0,0,0,1,175.30769230769232
0,3,15.0,3,4,1478,0,2,3,0,3.0,0,33,0,1,2.0,2,1,0,0,0,0,1,92.375
0,3,24.0,4,4,5103,0,1,3,0,3.0,3,47,2,2,3.0,2,1,0,0,0,0,2,204.12
0,1,36.0,3,9,9857,1,3,2,0,3.0,1,31,2,1,2.0,1,2,0,0,0,0,1,266.4054054054054
0,3,60.0,2,0,6527,4,2,2,0,4.0,3,34,2,2,1.0,2,2,0,0,0,0,1,107.0
0,2,10.0,4,4,1347,4,3,2,0,2.0,1,27,2,1,2.0,2,1,0,0,0,0,0,122.45454545454545
0,1,36.0,3,0,2862,1,4,2,0,3.0,3,30,2,2,1.0,2,1,0,0,0,0,0,77.35135135135135
0,3,9.0,2,4,2753,1,4,2,1,4.0,2,35,2,1,1.0,2,1,0,0,0,0,1,275.3
0,0,12.0,2,0,3651,3,2,2,0,3.0,1,31,2,1,1.0,2,2,0,0,0,0,1,280.84615384615387
0,0,15.0,4,3,975,0,2,0,0,3.0,1,25,2,1,2.0,2,1,0,0,0,0,0,60.9375
0,1,15.0,2,6,2631,1,2,1,0,2.0,0,25,2,1,1.0,1,1,0,0,0,0,0,164.4375
0,1,24.0,2,4,2896,1,1,2,0,1.0,2,29,2,1,1.0,2,1,0,0,0,0,0,115.84
0,0,6.0,4,0,4716,4,1,2,0,3.0,0,44,2,1,2.0,1,2,0,0,0,0,1,673.7142857142857
0,3,24.0,2,4,2284,0,3,2,0,2.0,2,28,2,1,1.0,2,1,0,0,0,0,0,91.36
0,3,6.0,2,1,1236,2,2,2,0,4.0,1,50,2,0,1.0,2,1,0,0,0,0,2,176.57142857142858
0,1,12.0,2,4,1103,0,3,2,2,3.0,0,29,2,1,2.0,2,1,1,0,0,0,0,84.84615384615384
0,3,12.0,4,0,926,0,0,1,0,2.0,1,38,2,1,1.0,0,1,0,0,0,0,1,71.23076923076923
0,3,18.0,4,4,1800,0,2,2,0,2.0,2,24,2,1,2.0,2,1,0,0,0,0,0,94.73684210526316
